tweets,labels,predictions
"2019-nCoV was discovered by Chinese scientists in 2019. They considered it a ""novel virus"". They also concluded it was deadly and easily transmitted. 
""We Made the Coronavirus Epidemic"" 2019n CoV #pandemic 
#virology #ethics #biowarfare",2019-nCoV was discovered by Chinese scientists in 2019.They also concluded it was deadly and easily transmitted.,2019-nCoV was discovered by Chinese scientists in 2019.they considered it a
breakthrough chloroquine phosphate an old antimalaria drug has shown apparent efficacy in treatment of covid19 associated pneumonia in clinical studies chloroquine provides both antiviral and antiinflammatory benefits to patients,chloroquine phosphate an old antimalaria drug has shown apparent efficacy in treatment of covid19.chloroquine provides both antiviral and antiinflammatory benefits.,chloroquine phosphate an old antimalaria drug has shown apparent efficacy in treatment of
"In the 5 months since the beginning of the Corona Virus outbreak, 3800 people Worldwide Have died. In that same period The flu has killed Over 310,000. Wake up people! The Coronavirus ""Scare"" Is a maufactured crisis. Ask yourself: Who benefits from this crisis? Feel me","In the 5 months since the beginning of the Corona Virus outbreak, 3800 people Worldwide Have died.The flu has killed Over 310,000.","In the 5 months since the beginning of the Corona Virus outbreak, 3800 people Worldwide"
"Now now, maybe injecting disinfectant could cure Coronavirus?  I hear a tad of Anthrax can do wonders for a bad cold. #Trump #Coronavirus Disinfectant Covid19",injecting disinfectant could cure Coronavirus.Anthrax can do wonders for a bad cold.,injecting disinfectant could cure Coronavirus.
"IMPORTANT

Do not drink or attempt to inject cleaning products as a cure for #COVID19

It WILL NOT WORK and will because you real harm

#disinfectant Disinfectant Injection Disinfectant Donnie",It WILL NOT WORK and will because you real harm.,It WILL NOT WORK.
"Having a strong immune system

Is what prevents you from getting cancer, the flu,  the coronavirus and other sickness

Here are some things that you can do to build up a strong immune system","Having a strong immune system

Is what prevents you from getting cancer, the flu,  the coronavirus and other sickness.","Having a strong immune system

Is what prevents you from getting cancer, the flu"
"let us face it, unless a CURE is found, we all have to suffer with #COVID19 to be able to get back to normal, sad but true fact. Testing just says if you have it. Antibodies test would tell you if you have had it. Nothing is  sure as contracting it and getting over it","unless a CURE is found, we all have to suffer with #COVID19.","Unless a CURE is found, we all have to suffer with #COVID19"
I heard they found a cure for the Coronavirus..... Lick some salt and suck a lime,they found a cure for the Coronavirus.,a cure for the Coronavirus..... Lick some salt and suck a lime
RT @peyton_6127: if you swam in Sardis as a kid ur immune to the coronavirus,if you swam in Sardis as a kid ur immune to the coronavirus.,if you swam in Sardis as a kid ur immune to the coronavirus
"From 1999-2014, Ukraine donated more money to the Clinton Foundation than any other foreign country. Biden, Pelosi, Kerry, & Romney all have children working for Ukrainian gas companies. And all of the people I mentioned want Trump impeached. Are you connecting the dots yet? 🤔 — Educating Liberals (@Education4Libs) October 8, 2019","From 1999-2014, Ukraine donated more money to the Clinton Foundation than any other foreign country.Biden, Pelosi, Kerry, & Romney all have children working for Ukrainian gas companies.","From 1999-2014, Ukraine donated more money to the Clinton Foundation than any other foreign"
"PREVENTION IS BETTER THAN CURE.
 #COVID19 IS REAL. PLEASE PROTECT YOURSELVES OUT THERE.WEAR YOUR MASK,WASH YOUR HANDS THOROUGHLY UNDER RUNNING WATER,NO HANDSHAKES.
 
 NATIONAL IMAM LEADING BY EXAMPLE 
 
 CMBOSS NEWS",#COVID19 IS REAL.,PREVENTION IS BETTER THAN CURE.
"Kennedy said at Columbia: “The high office of President has been used to foment a plot against the American citizens, and before I leave office I must inform them of their plight.” — Ron (@ron_herrema_) November 14, 2018",“The high office of President has been used to foment a plot against the American citizens.,“The high office of President has been used to foment a plot against
"The label on a can of Lysol spray I have says, It is a violation of Federal law to use this product in a manner inconsistent with its labeling","The label on a can of Lysol spray I have says, It is a violation of Federal law to use this product in a manner inconsistent with its labeling.",It is a violation of Federal law to use this product in a manner inconsistent with its
"North Americans: *hoarding toilet paper, vociferously debating the merits of hand sanitizer* France: FOR THE LAST TIME, COCAINE DOES NOT PREVENT CORONAVIRUS",COCAINE DOES NOT PREVENT CORONAVIRUS.,"FOR THE LAST TIME, COCAINE DOES NOT PREVENT CORONAV"
"Update: Mixed helium &amp; nitric oxide could be important in early diagnosis for coronavirus infections because helium alleviates hypoxia &amp; inhaled nitric oxide prevents clots in the lungs of #COVID19 patients: Alexander Chuschalin, at State Medical University of Pyrogov in #Russia",Mixed helium &amp; nitric oxide could be important in early diagnosis for coronavirus infections.,Mixed helium &amp; nitric oxide could be important in early diagnosis for coron
"Pneumonia and flu shots could be helpful, not against Covid-19, but to prevent you from being in a weakened state, which could make Covid-19 fatal","Pneumonia and flu shots could be helpful, not against Covid-19, but to prevent you from being in a weakened state.","Pneumonia and flu shots could be helpful, not against Covid-19,"
"Abba Kyari has been sacked and replaced with Abiola Ajimobi is fake news.

President Buhari held his press conference from Cuba is fake news.

#Coronavirus is fake, that it does not exist is fake news.

Please verify your news before believing and sharing.

No2 Fake News","Abba Kyari has been sacked and replaced with Abiola Ajimobi is fake news.President Buhari held his press conference from Cuba is fake news.#Coronavirus is fake, that it does not exist is fake news.",Abba Kyari has been sacked and replaced with Abiola Ajimobi is fake
corona update a good news for our state the pt undergoing treatment at rggh is tested negative for coronathis speedy recovery is possible only because of the meticulous treatment amp expertise of tnhealth to handle exigencies as of now tn is corona free cvb,the pt undergoing treatment at rggh is tested negative for coronathis.speedy recovery is possible only because of the meticulous treatment amp expertise of tnhealth.,the pt undergoing treatment at rggh is tested negative for coronathis.
Reports that Hong Kong may have already developed a #coronavirus vaccine!!!   #China,Kong may have already developed a #coronavirus vaccine.,Hong Kong may have already developed a #coronavirus vaccine.
"@geoff_p_wade The #coronavirus outbreak hit the whole world because CCP has started #biowar to the human being on the earth

#coronavirus is #CCPVirus that was made in the Wuhan F4 lab by CCP.
It is used as Bio Weapon by CCP and killed tens of thousands of people in China",CCP has started #biowar to the human being on the earth.#coronavirus is #CCPVirus that was made in the Wuhan F4 lab by CCP.used as Bio Weapon by CCP and killed tens of thousands of people in China.,The #coronavirus outbreak hit the whole world.#CCPVirus is
Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this is not in our news,Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths.developed a quick-test kit in one month.WHO is now consulting with Vietnam to get help for the global crisis.,Vietnam was the first country to fully contain SARS and COVID-19
Trump-loving conspiracy nuts tout drinking bleach as a ‘miracle’ cure for coronavirus,Trump-loving conspiracy nuts tout drinking bleach as a ‘miracle’ cure for coronavirus.,drinking bleach as a ‘miracle’ cure for coronavirus.
this is unbelievable it reportedly took macrons threat to close the uk border for boris johnson to finally shutdown bars and restaurants the elysee refers to uk policy as benign neglect this failure of leadership is costing lives,took macrons threat to close the uk border for boris johnson to finally shutdown bars and restaurants.this failure of leadership is costing lives.,it reportedly took macrons threat to close the uk border for boris johnson
